;segment;name;time_of_day;location;weather;TYPE_VEHICLE_LASER;TYPE_SIGN_LASER;TYPE_VEHICLE_CAMERA;TYPE_PEDESTRIAN_CAMERA;TYPE_PEDESTRIAN_LASER;TYPE_CYCLIST_CAMERA;TYPE_CYCLIST_LASER
6913;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;62.0;14.0;58.0;2.0;2.0;;
6914;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;14.0;55.0;2.0;2.0;;
6915;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;15.0;55.0;2.0;2.0;;
6916;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;15.0;53.0;1.0;2.0;;
6917;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;15.0;59.0;1.0;2.0;;
6918;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;62.0;14.0;57.0;1.0;2.0;;
6919;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;62.0;14.0;55.0;1.0;2.0;;
6920;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;14.0;57.0;1.0;2.0;;
6921;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;12.0;56.0;1.0;2.0;;
6922;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;12.0;57.0;1.0;2.0;;
6923;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;13.0;58.0;1.0;2.0;;
6924;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;14.0;56.0;2.0;2.0;;
6925;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;16.0;52.0;1.0;2.0;;
6926;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;16.0;54.0;2.0;2.0;;
6927;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;16.0;54.0;1.0;2.0;;
6928;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;59.0;15.0;54.0;1.0;2.0;;
6929;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;15.0;53.0;2.0;2.0;;
6930;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;62.0;15.0;57.0;2.0;2.0;;
6931;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;62.0;14.0;64.0;2.0;2.0;;
6932;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;14.0;65.0;2.0;2.0;;
6933;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;13.0;63.0;2.0;2.0;;
6934;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;13.0;65.0;2.0;2.0;;
6935;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;13.0;59.0;3.0;2.0;;
6936;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;13.0;53.0;3.0;2.0;;
6937;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;61.0;13.0;54.0;3.0;2.0;;
6938;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;13.0;53.0;3.0;2.0;;
6939;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;12.0;56.0;3.0;2.0;;
6940;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;60.0;11.0;58.0;3.0;2.0;;
6941;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;59.0;10.0;61.0;3.0;2.0;;
6942;segment-10625026498155904401_200_000_220_000_with_camera_labels.tfrecord;10625026498155904401_200_000_220_000;Day;location_sf;sunny;57.0;10.0;53.0;3.0;2.0;;
6943;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;34.0;24.0;19.0;33.0;;1.0
6944;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;34.0;24.0;18.0;33.0;;1.0
6945;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;34.0;25.0;21.0;33.0;;1.0
6946;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;34.0;25.0;20.0;33.0;;1.0
6947;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;35.0;25.0;17.0;34.0;;1.0
6948;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;35.0;26.0;20.0;34.0;;1.0
6949;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;35.0;26.0;22.0;33.0;;1.0
6950;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;35.0;26.0;23.0;34.0;;1.0
6951;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;35.0;27.0;23.0;36.0;;1.0
6952;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;35.0;27.0;23.0;34.0;;1.0
6953;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;35.0;27.0;20.0;35.0;;1.0
6954;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;39.0;35.0;27.0;22.0;35.0;;
6955;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;39.0;35.0;29.0;23.0;34.0;;
6956;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;39.0;34.0;28.0;22.0;32.0;;
6957;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;39.0;34.0;28.0;23.0;32.0;;
6958;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;39.0;33.0;28.0;24.0;31.0;;
6959;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;39.0;33.0;28.0;25.0;31.0;;
6960;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;39.0;33.0;27.0;22.0;29.0;;
6961;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;27.0;21.0;29.0;;
6962;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;22.0;29.0;;
6963;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;21.0;31.0;;
6964;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;22.0;31.0;;
6965;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;20.0;31.0;;
6966;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;19.0;31.0;;
6967;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;21.0;31.0;;
6968;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;21.0;32.0;;
6969;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;29.0;23.0;32.0;;
6970;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;28.0;23.0;31.0;;
6971;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;40.0;33.0;28.0;24.0;29.0;;
6972;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;32.0;28.0;22.0;31.0;;
6973;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;32.0;30.0;22.0;31.0;;
6974;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;31.0;30.0;22.0;31.0;;
6975;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;31.0;30.0;24.0;30.0;;
6976;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;31.0;30.0;22.0;29.0;;
6977;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;31.0;31.0;21.0;31.0;;
6978;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;31.0;32.0;22.0;32.0;;
6979;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;29.0;36.0;24.0;32.0;;
6980;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;29.0;37.0;25.0;31.0;;
6981;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;29.0;37.0;26.0;32.0;;
6982;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;29.0;38.0;26.0;33.0;;
6983;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;32.0;37.0;26.0;33.0;;
6984;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;32.0;39.0;24.0;33.0;;
6985;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;32.0;38.0;23.0;33.0;;
6986;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;33.0;40.0;23.0;33.0;;
6987;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;33.0;39.0;23.0;33.0;;
6988;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;35.0;41.0;24.0;34.0;;
6989;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;36.0;41.0;24.0;37.0;;
6990;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;37.0;41.0;24.0;38.0;;
6991;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;37.0;42.0;24.0;39.0;;
6992;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;37.0;41.0;25.0;41.0;;
6993;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;37.0;40.0;23.0;42.0;;
6994;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;37.0;43.0;26.0;43.0;;
6995;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;39.0;45.0;26.0;46.0;;
6996;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;39.0;45.0;26.0;50.0;;
6997;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;39.0;45.0;28.0;51.0;;
6998;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;39.0;44.0;28.0;52.0;;
6999;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;38.0;45.0;28.0;55.0;;
7000;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;38.0;44.0;31.0;56.0;;
7001;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;38.0;44.0;30.0;57.0;;
7002;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;38.0;45.0;34.0;58.0;;
7003;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;39.0;44.0;36.0;59.0;;
7004;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;39.0;42.0;40.0;59.0;;
7005;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;39.0;41.0;39.0;60.0;;
7006;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;41.0;39.0;39.0;61.0;;
7007;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;41.0;40.0;39.0;62.0;;
7008;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;41.0;40.0;40.0;63.0;;
7009;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;41.0;38.0;41.0;65.0;;
7010;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;41.0;37.0;43.0;64.0;;
7011;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;41.0;37.0;42.0;65.0;;
7012;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;41.0;41.0;37.0;43.0;66.0;;
7013;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;40.0;37.0;44.0;67.0;;
7014;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;40.0;39.0;43.0;68.0;;
7015;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;40.0;40.0;45.0;68.0;;
7016;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;40.0;41.0;46.0;70.0;;
7017;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;40.0;40.0;47.0;72.0;;
7018;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;41.0;40.0;48.0;73.0;;
7019;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;41.0;40.0;52.0;73.0;;
7020;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;42.0;40.0;53.0;74.0;;
7021;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;41.0;41.0;54.0;74.0;;
7022;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;41.0;38.0;53.0;76.0;;
7023;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;40.0;38.0;56.0;78.0;;
7024;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;42.0;40.0;41.0;59.0;79.0;;
7025;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;41.0;58.0;79.0;;
7026;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;40.0;63.0;81.0;;
7027;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;38.0;67.0;82.0;;
7028;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;38.0;68.0;81.0;;
7029;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;39.0;65.0;82.0;;
7030;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;38.0;69.0;82.0;;
7031;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;40.0;74.0;82.0;;
7032;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;41.0;75.0;82.0;;
7033;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;41.0;72.0;84.0;;
7034;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;40.0;69.0;85.0;;
7035;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;43.0;40.0;39.0;71.0;85.0;;
7036;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;44.0;40.0;39.0;73.0;86.0;;
7037;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;44.0;40.0;39.0;74.0;87.0;1.0;
7038;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;44.0;39.0;42.0;71.0;88.0;2.0;
7039;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;44.0;39.0;43.0;72.0;89.0;2.0;
7040;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;39.0;42.0;75.0;91.0;2.0;
7041;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;39.0;44.0;77.0;91.0;2.0;
7042;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;39.0;46.0;77.0;91.0;2.0;
7043;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;47.0;39.0;44.0;77.0;91.0;2.0;
7044;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;39.0;45.0;76.0;91.0;2.0;
7045;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;39.0;45.0;77.0;91.0;2.0;
7046;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;41.0;44.0;79.0;92.0;2.0;
7047;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;42.0;44.0;76.0;95.0;2.0;
7048;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;42.0;46.0;77.0;95.0;2.0;
7049;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;42.0;46.0;76.0;95.0;1.0;
7050;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;42.0;45.0;76.0;96.0;2.0;
7051;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;46.0;42.0;45.0;77.0;94.0;2.0;
7052;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;47.0;42.0;49.0;82.0;95.0;2.0;
7053;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;47.0;43.0;49.0;84.0;97.0;1.0;
7054;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;48.0;43.0;50.0;88.0;97.0;1.0;1.0
7055;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;48.0;44.0;51.0;87.0;97.0;1.0;1.0
7056;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;48.0;44.0;52.0;90.0;98.0;1.0;1.0
7057;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;49.0;44.0;54.0;88.0;98.0;1.0;1.0
7058;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;50.0;44.0;57.0;89.0;99.0;1.0;1.0
7059;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;50.0;44.0;58.0;91.0;99.0;1.0;1.0
7060;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;51.0;44.0;62.0;88.0;99.0;1.0;1.0
7061;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;51.0;44.0;64.0;88.0;100.0;1.0;1.0
7062;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;51.0;44.0;64.0;90.0;100.0;;1.0
7063;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;51.0;44.0;65.0;87.0;100.0;;1.0
7064;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;51.0;44.0;65.0;89.0;100.0;;1.0
7065;segment-10664823084372323928_4360_000_4380_000_with_camera_labels.tfrecord;10664823084372323928_4360_000_4380_000;Day;location_sf;sunny;51.0;44.0;65.0;91.0;100.0;;1.0
